ID,Common_name,Latitude,Longitude
230220,Woolly False Vampire Bat,-22.9733333,-43.0280555
230221,Common Vampire Bat,-22.9733333,-43.0280555
230222,Hairy-legged Vampire Bat,-22.9733333,-43.0280555
230223,Pallas's Long-tongued Bat,-22.9733333,-43.0280555
230224,White-throated Round-eared Bat,-22.9733333,-43.0280555
230225,Little Big-eared Bat,-22.9733333,-43.0280555
230226,Tiny Big-eared Bat,-22.9733333,-43.0280555
230227,White-lined Bat,-22.9733333,-43.0280555
230228,Little Yellow-shouldered Bat,-22.9733333,-43.0280555
230229,Fringe-lipped Bat,-22.9733333,-43.0280555
230230,Little Yellow-eared Bat,-22.9733333,-43.0280555
230231,Black Myotis,-22.9733333,-43.0280555
230232,Capybara,-25.3931,-49.3063
230256,Guiana dolphin / Tucuxi,-3.717434,-38.511286
500000,Irrawady dolphin,21.4238,95.3455
500001,Irrawady dolphin,-0.0057,115.6986
500002,Irrawady dolphin,14.715,106.51054
500003,Indus blind dolphin / Indus River dolphin,31.1419,74.9488
500004,Indus blind dolphin / Indus River dolphin,29.0636,70.6403
500005,Indus blind dolphin / Indus River dolphin,31.4996,70.8119
500006,Indus blind dolphin / Indus River dolphin,28.9678,70.5887
500007,Ganges River dolphin,25.8122,84.5877
710000,Common duiker / Grey duiker,-18.252162,14.145499
710001,Common duiker / Grey duiker,-18.328605,14.952419
710002,Common duiker / Grey duiker,-17.567961,14.458625
710003,Common eland / Eland,-18.252162,14.145499
710004,Common eland / Eland,-17.927199,14.50801
710005,Gemsbok,-17.927199,14.50801
710006,Gemsbok,-27.046345,17.812645
710007,Gemsbok,-24.518882,17.787309
710008,Gemsbok,-25.159255,18.316904
710009,Gemsbok,-20.207725,14.604717
710010,Gemsbok,-21.869701,15.026223
710011,Gemsbok,-19.845136,14.404227
710012,Gemsbok,-19.299201,13.868633
710013,Gemsbok,-20.66473,14.430499
710014,Gemsbok,-19.116489,14.290995
710015,Gemsbok,-19.7342,13.9749
710016,Gemsbok,-19.3459,14.4019
710017,Gemsbok,-17.429808,12.321576
710018,Gemsbok,-18.25724,12.866774
710019,Gemsbok,-19.178678,14.087256
710020,Gemsbok,-17.933221,12.478335
710021,Gemsbok,-18.791559,14.201414
710022,Gemsbok,-18.748549,13.6023
710023,Gemsbok,-21.010886,15.017065
710024,Gemsbok,-18.903975,13.830979
710025,Gemsbok,-19.8109,13.8522
710026,Gemsbok,-18.845209,13.001158
710027,Gemsbok,-18.19587,12.669178
710028,Gemsbok,-19.107503,13.372371
710029,Gemsbok,-20.780045,14.765788
710030,Gemsbok,-20.359483,13.956875
710031,Gemsbok,-21.337136,14.645302
710032,Giraffe,-17.927199,14.50801
710033,Giraffe,-19.845136,14.404227
710034,Giraffe,-19.299201,13.868633
710035,Giraffe,-20.66473,14.430499
710036,Giraffe,-19.116489,14.290995
710037,Giraffe,-19.7342,13.9749
710038,Giraffe,-19.3459,14.4019
710039,Giraffe,-17.429808,12.321576
710040,Giraffe,-18.25724,12.866774
710041,Giraffe,-19.178678,14.087256
710042,Giraffe,-17.933221,12.478335
710043,Giraffe,-18.791559,14.201414
710044,Giraffe,-18.795599,13.455132
710045,Giraffe,-18.469779,14.142515
710046,Giraffe,-18.903975,13.830979
710047,Giraffe,-19.8109,13.8522
710048,Giraffe,-18.845209,13.001158
710049,Giraffe,-18.19587,12.669178
710050,Giraffe,-19.107503,13.372371
710051,Giraffe,-20.780045,14.765788
710052,Giraffe,-20.359483,13.956875
710053,Red hartebeest,-17.927199,14.50801
710054,Greater kudu,-17.927199,14.50801
710055,Greater kudu,-26.47443,17.470597
710056,Greater kudu,-25.94466,18.244585
710057,Greater kudu,-24.518882,17.787309
710058,Greater kudu,-24.992765,17.446583
710059,Greater kudu,-20.257745,15.254947
710060,Greater kudu,-20.207725,14.604717
710061,Greater kudu,-21.869701,15.026223
710062,Greater kudu,-19.845136,14.404227
710063,Greater kudu,-19.299201,13.868633
710064,Greater kudu,-20.66473,14.430499
710065,Greater kudu,-19.116489,14.290995
710066,Greater kudu,-19.7342,13.9749
710067,Greater kudu,-19.3459,14.4019
710068,Greater kudu,-20.916162,15.252617
710069,Greater kudu,-18.628175,13.890979
710070,Greater kudu,-18.25724,12.866774
710071,Greater kudu,-19.178678,14.087256
710072,Greater kudu,-17.933221,12.478335
710073,Greater kudu,-18.791559,14.201414
710074,Greater kudu,-18.748549,13.6023
710075,Greater kudu,-21.010886,15.017065
710076,Greater kudu,-18.469779,14.142515
710077,Greater kudu,-18.903975,13.830979
710078,Greater kudu,-19.8109,13.8522
710079,Greater kudu,-18.845209,13.001158
710080,Greater kudu,-18.19587,12.669178
710081,Greater kudu,-19.107503,13.372371
710082,Greater kudu,-20.780045,14.765788
710083,Greater kudu,-20.359483,13.956875
710084,Greater kudu,-21.337136,14.645302
710120,Springbok,-18.39157,16.681779
710121,Springbok,-18.328605,14.952419
710122,Springbok,-17.927199,14.50801
710123,Springbok,-27.046345,17.812645
710124,Springbok,-26.47443,17.470597
710125,Springbok,-25.94466,18.244585
710126,Springbok,-28.117554,18.392992
710127,Springbok,-24.518882,17.787309
710128,Springbok,-24.992765,17.446583
710129,Springbok,-25.159255,18.316904
710130,Springbok,-20.52231,15.153545
710131,Springbok,-20.207725,14.604717
710132,Springbok,-21.869701,15.026223
710133,Springbok,-19.845136,14.404227
710134,Springbok,-19.299201,13.868633
710135,Springbok,-20.66473,14.430499
710136,Springbok,-19.116489,14.290995
710137,Springbok,-19.7342,13.9749
710138,Springbok,-19.3459,14.4019
710139,Springbok,-17.429808,12.321576
710140,Springbok,-20.916162,15.252617
710141,Springbok,-18.628175,13.890979
710142,Springbok,-18.25724,12.866774
710143,Springbok,-19.178678,14.087256
710144,Springbok,-18.537607,13.508993
710145,Springbok,-18.090454,13.331004
710146,Springbok,-17.933221,12.478335
710147,Springbok,-18.791559,14.201414
710148,Springbok,-18.748549,13.6023
710149,Springbok,-18.795599,13.455132
710150,Springbok,-21.010886,15.017065
710151,Springbok,-18.348034,13.287177
710152,Springbok,-18.903975,13.830979
710153,Springbok,-19.8109,13.8522
710154,Springbok,-18.845209,13.001158
710155,Springbok,-18.19587,12.669178
710156,Springbok,-19.107503,13.372371
710157,Springbok,-20.780045,14.765788
710158,Springbok,-20.359483,13.956875
710159,Springbok,-21.337136,14.645302
710160,Steenbok / Steenbuck,-18.39157,16.681779
710161,Steenbok / Steenbuck,-18.252162,14.145499
710162,Steenbok / Steenbuck,-18.328605,14.952419
710163,Steenbok / Steenbuck,-17.567961,14.458625
710164,Steenbok / Steenbuck,-17.927199,14.50801
710165,Steenbok / Steenbuck,-27.046345,17.812645
710166,Steenbok / Steenbuck,-26.47443,17.470597
710167,Steenbok / Steenbuck,-25.94466,18.244585
710168,Steenbok / Steenbuck,-28.117554,18.392992
710169,Steenbok / Steenbuck,-24.992765,17.446583
710170,Steenbok / Steenbuck,-25.159255,18.316904
710171,Steenbok / Steenbuck,-20.52231,15.153545
710172,Steenbok / Steenbuck,-20.257745,15.254947
710173,Steenbok / Steenbuck,-20.207725,14.604717
710174,Steenbok / Steenbuck,-21.869701,15.026223
710175,Steenbok / Steenbuck,-19.845136,14.404227
710176,Steenbok / Steenbuck,-19.299201,13.868633
710177,Steenbok / Steenbuck,-20.66473,14.430499
710178,Steenbok / Steenbuck,-19.116489,14.290995
710179,Steenbok / Steenbuck,-19.7342,13.9749
710180,Steenbok / Steenbuck,-19.3459,14.4019
710181,Steenbok / Steenbuck,-17.429808,12.321576
710182,Steenbok / Steenbuck,-20.916162,15.252617
710183,Steenbok / Steenbuck,-18.628175,13.890979
710184,Steenbok / Steenbuck,-18.25724,12.866774
710185,Steenbok / Steenbuck,-19.178678,14.087256
710186,Steenbok / Steenbuck,-18.537607,13.508993
710187,Steenbok / Steenbuck,-18.090454,13.331004
710188,Steenbok / Steenbuck,-17.933221,12.478335
710189,Steenbok / Steenbuck,-18.791559,14.201414
710190,Steenbok / Steenbuck,-18.748549,13.6023
710191,Steenbok / Steenbuck,-18.795599,13.455132
710192,Steenbok / Steenbuck,-21.010886,15.017065
710193,Steenbok / Steenbuck,-18.348034,13.287177
710194,Steenbok / Steenbuck,-18.469779,14.142515
710195,Steenbok / Steenbuck,-18.903975,13.830979
710196,Steenbok / Steenbuck,-19.8109,13.8522
710197,Steenbok / Steenbuck,-18.845209,13.001158
710198,Steenbok / Steenbuck,-18.19587,12.669178
710199,Steenbok / Steenbuck,-19.107503,13.372371
710200,Steenbok / Steenbuck,-20.780045,14.765788
710201,Steenbok / Steenbuck,-20.359483,13.956875
710202,Steenbok / Steenbuck,-21.337136,14.645302
710203,Common warthog / Desert warthog,-17.927199,14.50801
710204,Common warthog / Desert warthog,-24.518882,17.787309
710205,White-bearded wildebeest / Blue wildebeest,-18.39157,16.681779
710206,Burchell's zebra / Plains zebra / Common zebra,-17.927199,14.50801
710207,Burchell's zebra / Plains zebra / Common zebra,-20.207725,14.604717
710208,Burchell's zebra / Plains zebra / Common zebra,-21.869701,15.026223
710209,Burchell's zebra / Plains zebra / Common zebra,-19.845136,14.404227
710210,Burchell's zebra / Plains zebra / Common zebra,-19.299201,13.868633
710211,Burchell's zebra / Plains zebra / Common zebra,-20.66473,14.430499
710212,Burchell's zebra / Plains zebra / Common zebra,-19.116489,14.290995
710213,Burchell's zebra / Plains zebra / Common zebra,-19.7342,13.9749
710214,Burchell's zebra / Plains zebra / Common zebra,-19.3459,14.4019
710215,Burchell's zebra / Plains zebra / Common zebra,-17.429808,12.321576
710216,Burchell's zebra / Plains zebra / Common zebra,-18.628175,13.890979
710217,Burchell's zebra / Plains zebra / Common zebra,-18.25724,12.866774
710218,Burchell's zebra / Plains zebra / Common zebra,-19.178678,14.087256
710219,Burchell's zebra / Plains zebra / Common zebra,-17.933221,12.478335
710220,Burchell's zebra / Plains zebra / Common zebra,-18.791559,14.201414
710221,Burchell's zebra / Plains zebra / Common zebra,-18.795599,13.455132
710222,Burchell's zebra / Plains zebra / Common zebra,-18.469779,14.142515
710223,Burchell's zebra / Plains zebra / Common zebra,-18.903975,13.830979
710224,Burchell's zebra / Plains zebra / Common zebra,-19.8109,13.8522
710225,Burchell's zebra / Plains zebra / Common zebra,-18.845209,13.001158
710226,Burchell's zebra / Plains zebra / Common zebra,-18.19587,12.669178
710227,Burchell's zebra / Plains zebra / Common zebra,-19.107503,13.372371
710228,Burchell's zebra / Plains zebra / Common zebra,-20.780045,14.765788
710229,Burchell's zebra / Plains zebra / Common zebra,-20.359483,13.956875
710230,Burchell's zebra / Plains zebra / Common zebra,-21.337136,14.645302
1000001,African elephant,1.7723,12.7966
1000002,African elephant,1.7723,12.7966
1000003,Mountain gorilla / Eastern lowland gorilla,-1.16667,29.58333
1000005,European bison,52.53444,24.0025
12939,Atlantic hagfish,43.876179,-52.772629
12944,Atlantic hagfish,45.904453,-56.18528
14549,Pacific hagfish,48.903526,-125.275495
18085,Atlantic hagfish,47.637685,-63.728047
20475,Black hagfish,51.85732,-128.86062
20476,Black hagfish,53.17,-130.82
20477,Black hagfish,49.31,-126.78
20478,Black hagfish,52,-132
20479,Pacific hagfish,51.85732,-128.86062
20480,Pacific hagfish,49.31,-126.78
20581,Atlantic hagfish,47,-63
20958,Atlantic hagfish,53.910492,-53.864595
20959,Atlantic hagfish,44.683779,-52.782383
20960,Atlantic hagfish,47.364248,-58.635512
20961,Atlantic hagfish,46.034584,-55.995809
20962,Atlantic hagfish,49.69674,-58.452138
20963,Atlantic hagfish,49.652037,-62.067902
20964,Atlantic hagfish,46.441917,-59.348941
20965,Atlantic hagfish,43.437611,-57.690888
20966,Atlantic hagfish,42.866877,-61.181309
20967,Atlantic hagfish,42.729563,-65.098835
20968,Atlantic hagfish,44.266029,-67.064717
22016,Atlantic hagfish,44.19795,-61.56738
22017,Atlantic hagfish,44.19795,-61.56738
22018,Atlantic hagfish,44.19795,-61.56738
22019,Atlantic hagfish,43.2532,-65.50048
22020,Atlantic hagfish,43.2532,-65.50048
22021,Atlantic hagfish,43.2532,-65.50048
7838,Sea lamprey,44.917212,-0.253435
19840,Sea lamprey,49.254778,8.426991
19841,River lamprey,49.254778,8.426991
20467,Pacific lamprey,51.85732,-128.86062
20468,Pacific lamprey,49.31,-126.78
20469,Pacific lamprey,52,-132
22139,Sea lamprey,43.2532,-65.50048
23273,Sea lamprey,44.844603,0.632814
23277,Sea lamprey,44.115957,0.835641
175,Round Island boa / Round Island keel-scaled boa,-19.84806,57.78083
176,Mccann's ground skink / Round Island skink,-19.84806,57.78083
177,Serpent Island gecko,-19.84806,57.78083
178,Round Island day gecko,-19.84806,57.78083
179,Mauritius ornate day gecko / Ornate day gecko,-19.84806,57.78083
180,Bojer's skink,-19.84806,57.78083
263,Rhinoceros iguana / Mona Island lizard,18.08722,-67.97194
264,Anegada iguana,18.72806,-64.32111
640,Hermann's tortoise,40.36667,22.63333
655,New Guinea crocodile,-3.94611,141.7525
656,New Guinea crocodile,-3.94611,141.7525
657,New Guinea crocodile,-3.94611,141.7525
658,New Guinea crocodile,-3.94611,141.7525
659,New Guinea crocodile,-3.94611,141.7525
660,New Guinea crocodile,-3.94611,141.7525
661,New Guinea crocodile,-3.94611,141.7525
662,New Guinea crocodile,-3.94611,141.7525
663,New Guinea crocodile,-3.94611,141.7525
664,New Guinea crocodile,-3.94611,141.7525
665,New Guinea crocodile,-3.94611,141.7525
666,New Guinea crocodile,-3.94611,141.7525
667,New Guinea crocodile,-3.94611,141.7525
668,New Guinea crocodile,-3.94611,141.7525
669,New Guinea crocodile,-3.94611,141.7525
670,Saltwater crocodile / Estuarine crocodile,-18.44333,133.45361
671,Western swamp turtle,-31.8,116
672,Western swamp turtle,-38,141.63333
673,Western swamp turtle,-25,135
690,Nile crocodile,-18.93806,22.47444
691,Nile crocodile,-8.84972,37.44889
692,Nile crocodile,2.25083,31.74306
693,Nile crocodile,-31.7,18.2
694,Nile crocodile,-9.63333,29.53333
811,River terrapin,21.69972,88.88306
812,Painted terrapin,5,103
813,Painted terrapin,4.49278,103.44472
814,Philippine crocodile,13,122
815,Mugger crocodile,20,77
816,Mugger crocodile,32,53
817,Saltwater crocodile / Estuarine crocodile,20,77
818,Gharial,27.6835,78.8379
1077,Common box turtle,39.00028,-76.74972
1085,American crocodile,18.515,-71.66083
1086,Black caiman,-0.13611,-76.04833
1087,Black caiman,-0.58333,-75.5
1088,Black caiman,-12.25,-71
1089,South American river turtle,8.61667,-62.25
1364,Chinese alligator,30.64139,118.35222
1365,Chinese alligator,30.93333,118.33333
1366,Chinese alligator,30.64139,118.35222
1367,Chinese alligator,35,105
2017,Loggerhead sea turtle / Loggerhead turtle,36.3,33.96667
2018,Loggerhead sea turtle / Loggerhead turtle,27.91417,-80.47833
2019,Green turtle,10.46667,-83.44472
2020,Loggerhead sea turtle / Loggerhead turtle,19.35,-81.28333
2021,Green turtle,19.71667,-80.05
2022,Green turtle,5.98722,-55.54639
2023,Green turtle,36.545,35.34306
2024,Green turtle,36.3,33.96667
2025,Green turtle,27.91417,-80.47833
2026,Green turtle,36.37167,30.36083
2027,Green turtle,10.5975,-83.52778
2028,Leatherback turtle,5.79556,-54.01389
2029,Leatherback turtle,10.30417,-85.92472
2030,Leatherback turtle,5.98722,-55.54639
2031,Leatherback turtle,17.66667,-65
2032,Hawksbill turtle,17.78917,-64.62472
2033,Hawksbill turtle,17.15,-61.76667
2034,Hawksbill turtle,21.59,-87.9075
2035,Hawksbill turtle,18.09083,-67.89306
2036,Hawksbill turtle,5.98722,-55.54639
2037,Kemp's ridley turtle,23.08722,-97.7525
2038,Kemp's ridley turtle,23.08722,-97.76361
2039,Olive ridley turtle / Pacific ridley turtle,5.79556,-54.01389
2235,Galapagos marine iguana / Sea iguana,-0.81667,-90.06667
2236,Loggerhead sea turtle / Loggerhead turtle,-23.45,151.91667
2237,Loggerhead sea turtle / Loggerhead turtle,-23.33333,151.96667
2238,Green turtle,23.75,-166.16667
2239,Green turtle,18.26667,-103.33333
2240,Green turtle,-23.45,151.91667
2241,Leatherback turtle,18.4,-103.53333
2242,Olive ridley turtle / Pacific ridley turtle,21.21583,-100.46861
2253,Green turtle,-9.41667,46.36667
2254,Green turtle,-9.41667,46.36667
2255,Green turtle,24.82972,66.90972
2256,Green turtle,5.33333,103.13333
2257,Green turtle,5.83333,110.11667
2258,Green turtle,2.5,113.5
2259,Green turtle,-15.87667,54.51417
2260,Leatherback turtle,5.33333,103.13333
2261,Hawksbill turtle,5.33333,103.13333
2262,Hawksbill turtle,5.83333,110.11667
2263,Olive ridley turtle / Pacific ridley turtle,24.82972,66.90972
2264,Olive ridley turtle / Pacific ridley turtle,5.33333,103.13333
2368,Yellow-spotted Amazon River turtle,-0.26639,-75.84472
2369,Yellow-spotted Amazon River turtle,-0.319,-75.783
2370,Loggerhead sea turtle / Loggerhead turtle,28.7675,-80.77694
2371,Leatherback turtle,28.7675,-80.77694
2372,Slender anole,9.15472,-79.84806
2373,Slender anole,9.19639,-79.75417
2374,Slender anole,9.19972,-79.83778
2375,Slender anole,9.18444,-79.82639
2376,Slender anole,9.10694,-79.84194
2377,Slender anole,9.15278,-79.88861
2378,Slender anole,9.15472,-79.84806
2379,Slender anole,9.15472,-79.84806
2380,Slender anole,9.15472,-79.84806
2381,Slender anole,9.15472,-79.84806
2382,Slender anole,9.15472,-79.84806
2383,Slender anole,9.15472,-79.84806
2384,Slender anole,9.15472,-79.84806
2385,Slender anole,9.15472,-79.84806
2386,Slender anole,9.15472,-79.84806
2387,Slender anole,9.22083,-79.86083
2388,Slender anole,9.15472,-79.84806
2389,Slender anole,9.15472,-79.84806
2390,Slender anole,9.23611,-79.90333
